Index,Car Name,Color,Model Year,Mileage (kmpl),Fuel Type,Transmission,Engine CC,Number of Seats,Current Price (lakhs)
377,Tata Nexon,Silver,2015,21,Diesel,Automatic,800,7,20.9
378,Toyota Innova,Black,2021,22,Petrol,Automatic,1500,7,24.9
379,BMW X1,Orange,2019,16,Petrol,Manual,2179,7,46.9
380,Ford EcoSport,Silver,2018,23,Diesel,Manual,1500,5,12.3
381,Mahindra XUV500,Red,2021,21,Diesel,Manual,2179,7,6.9
382,Maruti Alto,White,2020,14,Petrol,Automatic,1995,5,9.3
383,Hyundai i20,Yellow,2017,19,Petrol,Manual,800,5,40.0
384,Toyota Innova,Red,2019,21,Diesel,Manual,1200,7,49.7
385,Mahindra XUV500,Orange,2015,22,Petrol,Automatic,1200,5,52.1
386,Tata Nexon,Red,2021,10,Petrol,Automatic,2400,7,6.9
387,Tata Nexon,Orange,2021,22,Petrol,Automatic,1984,5,21.9
388,Kia Seltos,Blue,2017,17,Petrol,Manual,1498,5,15.4
389,Honda City,Orange,2018,23,Diesel,Automatic,1995,5,39.7
390,Maruti Alto,White,2021,14,Petrol,Automatic,2179,7,13.3
391,Honda City,Blue,2015,12,Diesel,Manual,1995,7,5.3
392,Audi Q5,Blue,2020,10,Petrol,Manual,2179,7,27.1
393,Mahindra XUV500,Yellow,2018,18,Petrol,Automatic,1498,5,33.4
394,Kia Seltos,Black,2018,12,Petrol,Manual,1500,7,40.9
395,Toyota Innova,Orange,2015,24,Petrol,Automatic,2400,5,23.2
396,Kia Seltos,Silver,2022,13,Petrol,Manual,2179,7,51.8
397,Mahindra XUV500,Silver,2020,10,Diesel,Manual,2179,5,38.7
398,BMW X1,Green,2021,16,Diesel,Automatic,1500,7,49.5
399,Toyota Innova,Silver,2022,16,Petrol,Manual,1500,7,27.1
400,Hyundai i20,Grey,2020,13,Petrol,Automatic,1500,7,41.0
401,Honda City,Orange,2021,18,Diesel,Automatic,1498,5,32.1
402,Honda City,Black,2015,20,Petrol,Manual,800,7,11.5
403,Kia Seltos,Brown,2022,20,Petrol,Manual,1498,5,36.8
404,Mahindra XUV500,Grey,2016,10,Diesel,Manual,1200,5,38.8
405,BMW X1,Green,2021,21,Diesel,Automatic,1995,5,31.8
406,Audi Q5,Silver,2016,15,Diesel,Manual,1498,5,9.1
407,BMW X1,Red,2016,22,Diesel,Automatic,2179,5,49.7
408,Mahindra XUV500,Orange,2018,10,Petrol,Automatic,1498,5,19.6
409,Maruti Alto,Yellow,2020,10,Diesel,Manual,2400,5,23.8
410,Ford EcoSport,Green,2022,19,Diesel,Manual,800,7,31.2
411,Toyota Innova,White,2019,15,Diesel,Manual,2179,7,33.3
412,BMW X1,Orange,2017,20,Petrol,Automatic,1995,7,20.6
413,Honda City,White,2019,19,Diesel,Automatic,2179,7,16.2
414,Kia Seltos,Black,2015,11,Diesel,Automatic,1500,7,28.7
415,Toyota Innova,Grey,2019,15,Petrol,Manual,1984,7,51.1
416,Hyundai i20,Brown,2016,24,Diesel,Automatic,1995,5,53.2
417,Tata Nexon,Yellow,2020,19,Diesel,Manual,1400,5,5.2
418,Honda City,Yellow,2017,19,Diesel,Automatic,1995,5,38.0
419,Ford EcoSport,Orange,2022,15,Diesel,Automatic,2179,5,29.2
420,BMW X1,Yellow,2018,17,Diesel,Automatic,800,5,32.2
421,Kia Seltos,Red,2015,14,Petrol,Manual,800,7,35.2
422,Hyundai i20,Black,2017,14,Diesel,Automatic,2400,7,53.3
423,Mahindra XUV500,Red,2022,16,Petrol,Automatic,2179,5,38.2
424,Hyundai i20,Silver,2018,13,Petrol,Manual,2400,7,44.3
425,Tata Nexon,Black,2020,17,Petrol,Manual,2179,5,39.6
426,Hyundai i20,Yellow,2019,22,Diesel,Manual,1400,7,24.3
427,Toyota Innova,Grey,2019,23,Petrol,Automatic,800,7,5.3
428,Kia Seltos,Green,2016,21,Petrol,Automatic,2179,5,40.2
429,Kia Seltos,Yellow,2015,10,Petrol,Manual,1995,5,48.2
430,Ford EcoSport,Yellow,2019,20,Petrol,Automatic,2179,7,50.1
431,Hyundai i20,Black,2015,13,Petrol,Manual,1200,5,18.0
432,Tata Nexon,Yellow,2015,24,Diesel,Manual,2400,7,30.1
433,Mahindra XUV500,White,2016,19,Diesel,Manual,1984,5,3.8
434,Ford EcoSport,Orange,2018,21,Diesel,Manual,2400,7,43.9
435,Maruti Alto,White,2018,12,Diesel,Manual,1984,7,26.0
436,Maruti Alto,Red,2020,22,Diesel,Manual,1995,7,31.3
437,Tata Nexon,Grey,2016,22,Petrol,Manual,800,7,37.3
438,Toyota Innova,Orange,2020,11,Diesel,Automatic,2179,5,14.9
439,Maruti Alto,Blue,2021,18,Petrol,Manual,1200,7,29.6
440,Tata Nexon,Orange,2020,17,Diesel,Automatic,1498,7,37.0
441,Tata Nexon,Grey,2017,23,Diesel,Manual,1498,5,48.4
442,Honda City,Black,2015,16,Petrol,Manual,1995,5,7.0
443,Ford EcoSport,White,2018,20,Diesel,Automatic,800,7,44.0
444,Honda City,Black,2020,13,Diesel,Manual,1984,5,34.5
445,Mahindra XUV500,Orange,2021,24,Petrol,Manual,1200,5,41.1
446,Ford EcoSport,Brown,2015,24,Diesel,Automatic,1500,7,25.2
447,Mahindra XUV500,Yellow,2020,21,Petrol,Automatic,1984,5,4.4
448,Hyundai i20,Orange,2020,11,Diesel,Automatic,2179,5,48.6
449,Maruti Alto,Silver,2020,18,Diesel,Automatic,1500,5,52.4
450,Audi Q5,Grey,2017,20,Diesel,Automatic,1200,5,15.8
451,Tata Nexon,Orange,2020,17,Diesel,Manual,1400,5,44.7
452,Kia Seltos,Black,2017,24,Diesel,Manual,1400,7,47.7
453,Audi Q5,Orange,2018,18,Diesel,Automatic,1995,5,18.2
454,BMW X1,Brown,2021,24,Petrol,Automatic,1500,5,42.7
455,Tata Nexon,Grey,2018,21,Diesel,Automatic,1400,5,6.9
456,BMW X1,Brown,2019,23,Petrol,Manual,1995,7,51.3
457,Tata Nexon,Red,2021,17,Petrol,Automatic,1200,7,12.8
458,Ford EcoSport,Orange,2016,16,Diesel,Automatic,2400,7,3.6
459,BMW X1,Brown,2019,11,Petrol,Manual,2400,5,49.8
460,Tata Nexon,Silver,2015,24,Petrol,Manual,1995,7,37.4
461,Honda City,Grey,2015,22,Diesel,Automatic,800,7,22.1
462,Kia Seltos,Orange,2020,23,Petrol,Automatic,1200,7,24.1
463,Audi Q5,Black,2020,17,Petrol,Manual,1400,7,13.5
464,BMW X1,Orange,2017,18,Diesel,Manual,1995,5,11.5
465,Mahindra XUV500,Black,2021,12,Diesel,Automatic,1200,5,17.9
466,Hyundai i20,Black,2016,14,Petrol,Automatic,1498,7,6.2
467,Honda City,Silver,2016,12,Petrol,Manual,2400,5,44.5
468,Audi Q5,White,2016,23,Diesel,Automatic,2179,5,21.3
469,Toyota Innova,Orange,2015,24,Petrol,Automatic,800,7,31.9
470,Audi Q5,Brown,2015,16,Petrol,Manual,1400,5,24.2
471,Toyota Innova,Orange,2018,21,Diesel,Manual,1200,5,15.2
472,Maruti Alto,Silver,2020,21,Diesel,Automatic,1500,5,20.9
473,BMW X1,Black,2016,24,Diesel,Manual,2179,5,7.8
474,Tata Nexon,Green,2016,20,Diesel,Automatic,1200,5,20.0
475,Maruti Alto,Red,2018,20,Diesel,Manual,800,5,38.9
476,Hyundai i20,Yellow,2021,16,Petrol,Manual,1500,7,26.1
477,Maruti Alto,White,2016,16,Petrol,Manual,800,7,33.3
478,Hyundai i20,Green,2020,14,Diesel,Manual,1498,5,43.5
479,Maruti Alto,Black,2018,13,Petrol,Manual,1200,5,46.5
480,Toyota Innova,Black,2017,15,Diesel,Automatic,1400,7,41.1
481,Kia Seltos,Red,2021,16,Petrol,Manual,1995,5,15.1
482,Honda City,Red,2017,11,Diesel,Automatic,1500,5,24.8
483,Toyota Innova,Yellow,2016,22,Petrol,Manual,1400,5,7.7
484,Honda City,Grey,2019,10,Petrol,Automatic,1498,7,25.4
485,Tata Nexon,Silver,2018,19,Petrol,Automatic,1498,7,43.0
486,Honda City,Red,2017,16,Diesel,Manual,1995,7,3.9
487,Honda City,Orange,2016,12,Petrol,Manual,1400,5,14.7
488,BMW X1,Green,2019,11,Diesel,Manual,1995,5,54.3
489,BMW X1,Brown,2015,14,Diesel,Automatic,2400,5,18.3
490,Hyundai i20,Red,2019,17,Petrol,Automatic,1200,5,39.5
491,BMW X1,Yellow,2015,14,Diesel,Automatic,2179,5,33.7
492,Toyota Innova,Red,2020,20,Petrol,Manual,1500,7,23.4
493,Audi Q5,Red,2021,12,Petrol,Automatic,2179,5,6.8
494,Audi Q5,Brown,2020,10,Diesel,Automatic,1400,7,32.6
495,Honda City,White,2019,11,Petrol,Automatic,1400,5,20.1
496,Ford EcoSport,Grey,2019,17,Diesel,Automatic,1500,5,29.0
497,Mahindra XUV500,Green,2021,10,Petrol,Manual,2179,5,41.2
498,Honda City,Black,2020,10,Diesel,Automatic,1984,7,31.0
499,Tata Nexon,Orange,2017,14,Diesel,Manual,800,7,9.5
500,Tata Nexon,Black,2015,21,Diesel,Manual,1200,5,36.1
501,BMW X1,Green,2015,20,Diesel,Manual,2400,7,22.3
502,Mahindra XUV500,Black,2017,24,Diesel,Manual,1200,7,13.3
503,Tata Nexon,Blue,2015,22,Diesel,Manual,1984,7,39.2
504,Audi Q5,Brown,2020,11,Diesel,Automatic,1498,7,43.3
505,Ford EcoSport,White,2015,17,Petrol,Automatic,1984,7,27.7
506,Ford EcoSport,Brown,2019,15,Diesel,Automatic,2179,5,21.9
507,Tata Nexon,Orange,2018,13,Petrol,Automatic,1400,7,42.8
508,Honda City,Blue,2015,16,Petrol,Automatic,2179,5,37.7
509,Toyota Innova,Green,2015,13,Petrol,Manual,1400,5,19.6
510,BMW X1,Black,2021,13,Petrol,Manual,1984,5,31.5
511,Toyota Innova,Blue,2018,17,Diesel,Manual,1200,7,11.3
512,Mahindra XUV500,Yellow,2018,24,Diesel,Automatic,1200,7,53.6
513,Mahindra XUV500,Red,2015,20,Diesel,Manual,800,5,54.7
514,Honda City,Silver,2021,24,Petrol,Automatic,1500,5,49.9
515,Tata Nexon,Black,2020,18,Petrol,Manual,1498,5,53.8
516,Audi Q5,Blue,2017,13,Diesel,Manual,1498,7,26.3
517,Maruti Alto,Orange,2020,17,Diesel,Manual,2400,5,43.4
518,Hyundai i20,Blue,2021,18,Petrol,Automatic,1995,5,27.0
519,Toyota Innova,Red,2017,10,Diesel,Manual,2400,7,35.5
520,BMW X1,Silver,2019,19,Diesel,Manual,800,5,6.1
521,Ford EcoSport,Brown,2015,12,Diesel,Manual,2400,7,42.3
522,Kia Seltos,White,2016,14,Petrol,Manual,1498,5,19.9
523,Toyota Innova,Grey,2019,20,Petrol,Manual,2179,7,3.5
524,Toyota Innova,Blue,2016,13,Petrol,Automatic,800,7,31.7
525,Audi Q5,Brown,2020,22,Petrol,Automatic,2400,5,15.8
526,BMW X1,Silver,2020,17,Diesel,Automatic,2179,7,46.8
527,Honda City,Yellow,2021,12,Diesel,Manual,800,7,46.9
528,Honda City,Red,2019,20,Diesel,Automatic,1400,7,44.2
529,Honda City,Blue,2016,14,Diesel,Automatic,1200,7,27.2
530,BMW X1,Yellow,2020,21,Petrol,Automatic,1984,5,18.5
531,Honda City,Grey,2016,17,Petrol,Automatic,1400,5,50.1
532,Audi Q5,Black,2020,24,Petrol,Automatic,1200,5,43.6
533,Toyota Innova,Blue,2017,16,Petrol,Automatic,2400,7,18.9
534,Audi Q5,Brown,2018,18,Diesel,Manual,800,5,53.5
535,Honda City,Silver,2020,13,Diesel,Automatic,2400,5,26.7
536,Hyundai i20,Green,2022,11,Petrol,Manual,1500,7,45.0
537,BMW X1,Red,2015,10,Diesel,Manual,1400,7,7.9
538,Mahindra XUV500,Silver,2021,19,Diesel,Manual,2179,7,35.4
539,Maruti Alto,Blue,2015,11,Diesel,Automatic,1400,7,23.8
540,Toyota Innova,Red,2020,22,Petrol,Automatic,1200,7,14.2
541,BMW X1,Orange,2018,19,Diesel,Manual,1995,7,38.6
542,Honda City,Red,2022,16,Petrol,Manual,800,7,8.1
543,Mahindra XUV500,Silver,2019,16,Petrol,Automatic,1984,5,28.5
544,Audi Q5,Red,2020,14,Diesel,Automatic,2179,7,32.3
545,Maruti Alto,Orange,2021,13,Diesel,Manual,1984,5,53.4
546,Honda City,Green,2016,18,Petrol,Manual,1995,7,12.3
547,Audi Q5,White,2017,12,Petrol,Manual,1984,5,25.2
548,Toyota Innova,Silver,2021,15,Petrol,Manual,2179,5,46.2
549,Audi Q5,Black,2021,15,Diesel,Manual,1984,7,14.9
550,Ford EcoSport,Green,2017,12,Diesel,Automatic,800,7,5.3
551,Hyundai i20,Brown,2016,17,Petrol,Manual,1200,5,11.3
552,Honda City,Orange,2020,20,Petrol,Automatic,1984,5,25.3
553,Tata Nexon,Brown,2021,14,Diesel,Automatic,800,7,38.2
554,Toyota Innova,Blue,2021,18,Diesel,Automatic,800,7,27.3
555,BMW X1,Yellow,2020,24,Diesel,Manual,1498,5,13.1
556,Toyota Innova,Orange,2015,13,Diesel,Manual,2400,7,6.3
557,Tata Nexon,Grey,2016,20,Petrol,Automatic,2400,7,26.9
558,Toyota Innova,Yellow,2021,13,Petrol,Manual,2400,7,13.2
559,Ford EcoSport,Yellow,2018,24,Diesel,Automatic,1400,5,29.8
560,Mahindra XUV500,Orange,2017,16,Diesel,Automatic,1984,7,38.6
561,Audi Q5,Black,2019,11,Petrol,Manual,1500,5,29.9
562,Kia Seltos,Yellow,2019,24,Petrol,Automatic,1498,5,23.8
563,Toyota Innova,Red,2017,10,Petrol,Automatic,1400,5,13.4
564,Honda City,Grey,2017,13,Petrol,Manual,1984,7,26.6
565,Mahindra XUV500,Green,2016,20,Diesel,Automatic,1498,7,22.1
566,Mahindra XUV500,Brown,2019,13,Diesel,Automatic,1995,5,38.6
567,Maruti Alto,Orange,2019,11,Diesel,Manual,1984,7,45.6
568,Maruti Alto,Blue,2016,20,Diesel,Automatic,1984,5,52.9
569,Kia Seltos,White,2017,14,Diesel,Automatic,1984,7,39.4
570,BMW X1,Red,2018,16,Petrol,Manual,2179,7,24.7
571,Tata Nexon,White,2019,10,Petrol,Manual,1200,5,25.6
572,Honda City,White,2020,22,Petrol,Automatic,1400,7,14.0
573,Maruti Alto,Brown,2019,21,Diesel,Automatic,1498,7,46.9
574,Audi Q5,Orange,2019,13,Diesel,Automatic,1498,7,30.2
575,Audi Q5,Green,2018,10,Petrol,Manual,1984,5,34.2
576,Hyundai i20,Silver,2018,18,Petrol,Automatic,1995,7,31.6
577,Toyota Innova,Black,2020,11,Diesel,Manual,1995,5,28.8
578,Toyota Innova,Silver,2022,21,Diesel,Manual,2179,7,25.3
579,Honda City,Grey,2019,15,Diesel,Automatic,1400,5,13.2
580,Hyundai i20,Blue,2019,15,Diesel,Manual,1200,5,34.1
581,Audi Q5,Red,2017,15,Diesel,Manual,1498,7,11.9
582,Ford EcoSport,Grey,2021,22,Petrol,Automatic,2179,7,49.2
583,Toyota Innova,Grey,2018,18,Diesel,Manual,2179,5,13.8
584,Ford EcoSport,Orange,2015,21,Petrol,Manual,1200,7,20.9
585,Audi Q5,Red,2020,19,Petrol,Manual,1400,7,6.7
586,Hyundai i20,Blue,2018,23,Diesel,Manual,1500,5,21.1
587,Ford EcoSport,Green,2021,17,Petrol,Manual,1498,5,34.4
588,Kia Seltos,Orange,2015,22,Petrol,Automatic,800,7,13.0
589,BMW X1,Black,2022,16,Petrol,Manual,2179,7,35.0
590,Kia Seltos,Orange,2016,24,Diesel,Automatic,2400,5,11.6
591,Kia Seltos,Red,2020,11,Diesel,Manual,1995,7,10.7
592,Tata Nexon,Grey,2018,18,Petrol,Automatic,1984,7,21.2
593,Honda City,Black,2017,14,Diesel,Automatic,1984,5,4.0
594,Tata Nexon,Green,2018,10,Diesel,Automatic,1498,5,44.1
595,Tata Nexon,Orange,2017,17,Petrol,Manual,1995,5,20.5
596,Audi Q5,Orange,2015,19,Diesel,Automatic,800,7,31.2
597,BMW X1,Silver,2017,19,Diesel,Manual,1200,5,43.1
598,Maruti Alto,Grey,2021,23,Petrol,Automatic,2179,7,39.5
599,Kia Seltos,Grey,2022,21,Petrol,Manual,1995,7,17.2
600,Honda City,Orange,2022,16,Diesel,Automatic,1498,5,10.7
601,Audi Q5,Black,2019,10,Diesel,Manual,1500,5,26.2
602,Ford EcoSport,Orange,2016,13,Petrol,Automatic,2179,7,36.2
603,Audi Q5,White,2021,22,Diesel,Manual,1995,5,20.4
604,Honda City,Orange,2016,20,Petrol,Manual,2400,7,13.5
605,Tata Nexon,Grey,2021,24,Diesel,Manual,1995,5,3.6
606,Toyota Innova,Orange,2016,11,Petrol,Automatic,1500,7,34.7
607,Honda City,Brown,2016,20,Petrol,Automatic,1200,7,39.7
608,BMW X1,Yellow,2022,19,Petrol,Manual,800,7,20.6
609,Kia Seltos,Brown,2021,10,Diesel,Manual,1995,7,40.2
610,Ford EcoSport,Blue,2018,15,Diesel,Manual,1200,7,8.6
611,Audi Q5,Yellow,2019,12,Diesel,Automatic,1200,7,25.4
612,Kia Seltos,Brown,2015,11,Petrol,Automatic,1498,5,14.6
613,Mahindra XUV500,Green,2016,22,Petrol,Automatic,1500,5,49.8
614,Maruti Alto,Grey,2017,17,Petrol,Automatic,1200,7,20.5
615,Tata Nexon,Silver,2020,16,Diesel,Manual,1984,5,35.9
616,Ford EcoSport,Blue,2017,15,Diesel,Automatic,800,5,39.3
617,Mahindra XUV500,Black,2019,15,Petrol,Automatic,1200,5,30.9
618,Kia Seltos,Blue,2015,14,Diesel,Manual,1498,5,18.5
619,Kia Seltos,Blue,2019,14,Petrol,Manual,1984,5,34.0
620,Tata Nexon,Green,2016,15,Diesel,Manual,2179,7,54.1
621,Kia Seltos,Grey,2022,15,Petrol,Automatic,1500,7,40.6
622,Ford EcoSport,Blue,2020,21,Diesel,Automatic,800,7,34.0
623,Mahindra XUV500,Black,2019,20,Diesel,Automatic,1995,5,23.8
624,Audi Q5,Black,2020,12,Diesel,Automatic,1500,7,40.3
625,Toyota Innova,Black,2015,13,Petrol,Automatic,1984,7,21.9
626,Audi Q5,Blue,2018,10,Diesel,Manual,1995,7,13.0
627,Honda City,Blue,2018,13,Diesel,Manual,800,5,42.3
628,Kia Seltos,Green,2021,18,Diesel,Automatic,800,5,9.4
629,Hyundai i20,Grey,2018,16,Diesel,Manual,1400,5,51.5
630,Kia Seltos,Brown,2022,17,Diesel,Manual,1400,7,5.7
631,Tata Nexon,Green,2020,23,Petrol,Automatic,1400,5,23.7
632,Hyundai i20,Silver,2016,22,Petrol,Automatic,2400,5,15.9
633,Mahindra XUV500,Silver,2015,18,Diesel,Manual,800,7,12.4
634,Hyundai i20,Orange,2021,13,Petrol,Manual,1200,5,24.5
635,Ford EcoSport,Silver,2019,20,Petrol,Manual,1200,5,28.7
636,Tata Nexon,Blue,2020,18,Petrol,Manual,1200,7,27.6
637,Ford EcoSport,Yellow,2015,21,Diesel,Automatic,1995,5,22.1
638,BMW X1,Orange,2022,19,Diesel,Automatic,1984,7,44.5
639,Audi Q5,Silver,2021,13,Diesel,Automatic,1400,7,53.8
640,BMW X1,Brown,2019,23,Petrol,Manual,800,7,5.3
641,Mahindra XUV500,Yellow,2020,11,Petrol,Manual,2179,7,40.8
642,Maruti Alto,White,2018,20,Diesel,Manual,2400,5,11.0
643,BMW X1,Green,2017,22,Diesel,Manual,1995,7,33.9
644,Kia Seltos,White,2016,17,Diesel,Manual,1995,7,28.1
645,BMW X1,Orange,2015,14,Diesel,Automatic,2400,7,38.2
646,Tata Nexon,Red,2017,18,Diesel,Automatic,1200,5,6.2
647,Mahindra XUV500,Grey,2017,11,Diesel,Manual,800,5,26.6
648,Tata Nexon,Brown,2019,20,Diesel,Automatic,2179,7,22.7
649,Tata Nexon,Green,2021,20,Petrol,Automatic,800,7,15.3
650,Audi Q5,Silver,2022,12,Diesel,Automatic,1498,5,32.9
651,BMW X1,Black,2022,15,Diesel,Manual,2400,5,51.5
652,Mahindra XUV500,Brown,2018,19,Petrol,Manual,1500,5,25.1
653,Hyundai i20,Red,2020,17,Petrol,Automatic,1984,7,48.1
654,BMW X1,White,2016,16,Diesel,Automatic,1498,7,27.2
655,Tata Nexon,Black,2020,11,Diesel,Automatic,1400,5,6.1
656,Mahindra XUV500,Silver,2021,12,Diesel,Manual,800,5,32.4
657,Kia Seltos,Black,2019,23,Diesel,Manual,1400,5,17.6
658,Mahindra XUV500,Yellow,2016,14,Petrol,Automatic,800,7,54.1
659,Mahindra XUV500,Black,2020,22,Petrol,Automatic,2179,7,16.0
660,Audi Q5,Brown,2021,21,Petrol,Manual,800,5,9.0
661,Hyundai i20,Yellow,2022,14,Petrol,Automatic,2179,5,46.6
662,BMW X1,Red,2022,19,Petrol,Automatic,800,5,13.1
663,Kia Seltos,Brown,2019,14,Diesel,Manual,1995,7,36.9
664,Toyota Innova,Red,2019,24,Petrol,Automatic,1500,7,52.7
665,BMW X1,Orange,2018,14,Petrol,Manual,1500,5,14.8
666,Kia Seltos,Silver,2016,15,Petrol,Manual,2400,5,32.4
667,Maruti Alto,Red,2021,18,Petrol,Automatic,1984,7,19.9
668,Honda City,Blue,2022,13,Petrol,Manual,1200,7,20.1
669,Mahindra XUV500,Silver,2018,24,Diesel,Manual,2179,7,19.9
670,Audi Q5,White,2018,20,Petrol,Automatic,1995,5,27.1
671,Honda City,Orange,2022,14,Petrol,Manual,1995,5,24.9
672,Tata Nexon,White,2017,23,Petrol,Automatic,1400,5,39.5
673,Hyundai i20,Green,2017,19,Petrol,Manual,1984,5,24.6
674,Audi Q5,White,2021,12,Diesel,Automatic,2179,7,43.8
675,Maruti Alto,Grey,2017,19,Diesel,Manual,1995,5,32.0
676,Ford EcoSport,Red,2018,16,Diesel,Automatic,1400,5,10.3
677,Audi Q5,Black,2015,11,Petrol,Manual,1498,5,38.9
678,Toyota Innova,White,2022,12,Diesel,Automatic,1995,7,30.5
679,Honda City,Orange,2017,15,Petrol,Manual,2179,7,4.9
680,Ford EcoSport,White,2016,10,Diesel,Manual,2179,5,34.4
681,Ford EcoSport,Yellow,2015,20,Petrol,Manual,1984,7,52.2
682,Tata Nexon,Green,2019,10,Diesel,Automatic,1498,7,11.1
683,Kia Seltos,Green,2020,20,Petrol,Manual,2400,5,16.5
684,Kia Seltos,Brown,2018,12,Petrol,Manual,1400,7,13.9
685,Kia Seltos,Yellow,2017,22,Diesel,Automatic,1498,5,18.3
686,BMW X1,Yellow,2019,20,Petrol,Automatic,1995,7,7.5
687,Honda City,Black,2020,16,Petrol,Manual,800,5,52.2
688,Tata Nexon,Black,2019,10,Petrol,Automatic,800,7,36.0
689,Mahindra XUV500,Yellow,2021,21,Petrol,Manual,1500,7,9.4
690,Kia Seltos,Grey,2016,21,Diesel,Automatic,1200,5,28.0
691,Audi Q5,Yellow,2022,20,Diesel,Automatic,1400,5,51.9
692,Tata Nexon,Grey,2017,15,Petrol,Manual,800,7,30.2
693,Maruti Alto,Silver,2020,14,Petrol,Automatic,1200,5,17.8
694,Kia Seltos,White,2021,24,Diesel,Automatic,1400,7,12.2
695,Hyundai i20,Brown,2020,14,Diesel,Manual,2400,5,6.9
696,Ford EcoSport,White,2019,21,Diesel,Automatic,1984,7,35.2
697,Maruti Alto,Black,2015,14,Petrol,Manual,1500,5,36.8
698,Ford EcoSport,Yellow,2017,17,Petrol,Automatic,1498,5,5.0
699,Kia Seltos,Green,2022,15,Diesel,Automatic,1995,5,16.7
700,Honda City,Silver,2015,22,Diesel,Automatic,2400,5,12.6
701,Hyundai i20,Blue,2016,14,Diesel,Manual,1498,7,18.8
702,Mahindra XUV500,Yellow,2020,24,Diesel,Manual,1200,5,21.2
703,Toyota Innova,Yellow,2022,11,Diesel,Automatic,800,5,14.0
704,Maruti Alto,Black,2021,20,Diesel,Automatic,2400,7,33.6
705,Audi Q5,White,2022,12,Diesel,Manual,2400,5,32.0
706,Tata Nexon,Yellow,2020,15,Petrol,Automatic,1200,5,12.9
707,Toyota Innova,Yellow,2020,21,Petrol,Automatic,1984,7,6.3
708,Mahindra XUV500,Grey,2017,18,Petrol,Automatic,1995,7,34.8
709,BMW X1,White,2016,21,Petrol,Automatic,1498,5,27.4
710,Hyundai i20,Brown,2018,16,Petrol,Automatic,1498,7,16.4
711,Toyota Innova,Yellow,2019,17,Diesel,Manual,800,5,52.8
712,BMW X1,Brown,2017,18,Diesel,Automatic,800,5,19.4
713,Hyundai i20,Brown,2017,11,Petrol,Automatic,2400,5,10.3
714,Honda City,Silver,2015,11,Diesel,Automatic,1500,7,22.1
715,Hyundai i20,Brown,2018,22,Petrol,Automatic,1498,7,5.0
716,Ford EcoSport,Orange,2020,11,Diesel,Manual,1200,5,33.4
717,Toyota Innova,Brown,2016,20,Petrol,Manual,1498,5,42.7
718,Hyundai i20,Yellow,2021,10,Diesel,Manual,2400,5,7.5
719,Honda City,Brown,2017,17,Diesel,Automatic,2400,5,9.7
720,Kia Seltos,Orange,2017,23,Petrol,Manual,1995,5,26.1
721,Honda City,Black,2022,20,Diesel,Automatic,800,5,40.3
722,Audi Q5,Black,2015,17,Diesel,Manual,1995,5,23.2
723,Ford EcoSport,Silver,2016,18,Diesel,Automatic,1400,5,11.1
724,BMW X1,Blue,2016,15,Petrol,Automatic,1984,7,19.7
725,Audi Q5,Silver,2021,23,Diesel,Automatic,2179,7,20.9
726,Mahindra XUV500,Green,2016,13,Petrol,Automatic,1984,7,37.8
727,Mahindra XUV500,Blue,2019,19,Petrol,Automatic,1498,5,21.2
728,Mahindra XUV500,Brown,2021,15,Petrol,Manual,1984,5,31.9
729,BMW X1,Black,2022,24,Petrol,Automatic,800,7,21.3
730,Honda City,Grey,2022,23,Diesel,Manual,2400,5,47.6
731,Honda City,Grey,2015,15,Petrol,Manual,1498,7,41.9
732,Honda City,Blue,2022,15,Petrol,Manual,1984,7,17.8
733,Honda City,Red,2016,20,Petrol,Manual,1200,5,28.0
734,Maruti Alto,Black,2022,21,Diesel,Automatic,1984,7,31.1
735,Audi Q5,Green,2015,24,Diesel,Automatic,1200,5,14.0
736,Audi Q5,Green,2020,19,Petrol,Manual,1984,7,16.3
737,Maruti Alto,White,2019,11,Petrol,Manual,1500,7,40.2
738,Audi Q5,Orange,2020,13,Diesel,Automatic,800,5,12.5
739,Maruti Alto,Yellow,2022,21,Petrol,Automatic,800,7,6.6
740,BMW X1,Brown,2021,15,Petrol,Manual,800,7,19.4
741,BMW X1,Orange,2019,16,Diesel,Automatic,2400,5,49.8
742,Kia Seltos,Orange,2019,18,Diesel,Automatic,1400,5,39.8
743,Maruti Alto,White,2016,17,Petrol,Automatic,1500,7,31.7
744,Honda City,Brown,2015,10,Diesel,Manual,1995,7,28.9
745,Maruti Alto,Black,2018,16,Diesel,Automatic,800,7,3.8
746,Mahindra XUV500,Blue,2020,17,Petrol,Manual,1498,7,41.9
747,BMW X1,White,2022,17,Diesel,Manual,1200,5,49.4
748,Hyundai i20,Yellow,2017,16,Petrol,Automatic,1498,5,7.8
749,Honda City,Red,2022,14,Diesel,Automatic,1498,7,21.3
750,Audi Q5,Silver,2020,20,Petrol,Manual,2179,5,29.0
751,Hyundai i20,White,2019,10,Diesel,Automatic,1498,5,17.9
752,Toyota Innova,Black,2016,15,Petrol,Manual,1498,7,40.9
753,Ford EcoSport,Silver,2022,11,Petrol,Manual,1995,7,35.7
754,Toyota Innova,Green,2017,15,Diesel,Manual,2400,5,31.9
755,Audi Q5,Blue,2017,19,Diesel,Manual,1500,7,8.9
756,Maruti Alto,Yellow,2015,12,Diesel,Manual,1400,7,26.8
757,Audi Q5,White,2018,23,Diesel,Manual,1995,7,26.1
